DAUID,DGUID,LANDAREA,PRUID,X,Y
35200112,2021S051235200112,0.1299,35,637622.175803241,4853981.216950360
35200114,2021S051235200114,0.1738,35,637507.732812495,4853685.678762380
35200115,2021S051235200115,0.1246,35,637539.589463647,4853235.844088100
35200116,2021S051235200116,0.0716,35,637274.172626876,4853263.158689670
35200117,2021S051235200117,0.104,35,637188.893153747,4853611.438827490
35200118,2021S051235200118,0.068,35,637120.102767634,4853898.898848800
35200119,2021S051235200119,0.0359,35,637319.719330600,4853976.724937120
35200120,2021S051235200120,0.1648,35,637581.588763592,4852760.172783150
35200121,2021S051235200121,0.0632,35,637452.996313306,4852951.881832160
35200123,2021S051235200123,0.1555,35,637949.597652946,4853020.834301100
35200124,2021S051235200124,0.1625,35,637666.926690371,4852272.760087220
35200125,2021S051235200125,0.0666,35,637726.969941293,4852344.750784840
35200126,2021S051235200126,0.0505,35,638474.222785713,4854310.095624520
35200127,2021S051235200127,0.1018,35,638506.993142300,4854283.155440240
35200128,2021S051235200128,0.4348,35,639057.754773256,4854323.062288110
35200133,2021S051235200133,0.202,35,639156.585607103,4853733.382717950
35200134,2021S051235200134,0.14,35,639017.466027119,4853373.574567240
35200135,2021S051235200135,0.0567,35,639329.656229241,4853378.686771860
35200136,2021S051235200136,0.0553,35,639514.631721737,4853568.786135850
35200137,2021S051235200137,0.083,35,639503.786225473,4853900.251531820
35200138,2021S051235200138,0.0311,35,639280.252965811,4853881.432995820
35200139,2021S051235200139,1.8395,35,640088.086592022,4854293.812689800
35200140,2021S051235200140,1.6599,35,640462.802884980,4853035.460845980
35200141,2021S051235200141,0.1321,35,639624.138034605,4853015.440855490
35200142,2021S051235200142,0.0627,35,639820.089968465,4852924.525364130
35200143,2021S051235200143,0.128,35,636605.676627276,4851829.331793680
35200144,2021S051235200144,0.4952,35,636295.879507482,4851642.608124690
35200145,2021S051235200145,0.0444,35,636746.148132285,4851428.642430620
35200146,2021S051235200146,0.0685,35,636851.707307604,4851350.350614000
35200147,2021S051235200147,0.1384,35,636949.680642311,4850941.895508090
35200148,2021S051235200148,0.1274,35,636763.433233993,4850620.841248160
35200149,2021S051235200149,0.0922,35,636526.591026948,4850601.988187520
35200150,2021S051235200150,0.1031,35,636540.856939754,4850920.199503400
35200161,2021S051235200161,0.0826,35,635084.710229212,4851310.042396180
35200162,2021S051235200162,0.0997,35,634983.151159985,4851287.984663790
35200163,2021S051235200163,0.1662,35,634754.841636588,4851229.462267840
35200164,2021S051235200164,0.0806,35,634503.107503737,4851337.654776370
35200165,2021S051235200165,0.1089,35,634378.739596836,4851620.539563460
35200166,2021S051235200166,0.2069,35,634807.662582889,4851856.723912680
35200167,2021S051235200167,0.3086,35,634489.429625196,4852088.014718190
35200173,2021S051235200173,0.055,35,634546.494477292,4852905.937834630
35200174,2021S051235200174,0.1077,35,634501.504346871,4852990.957354160
35200175,2021S051235200175,0.1951,35,634286.134968205,4852651.708126630
35200176,2021S051235200176,0.0596,35,634022.288250696,4852708.477340300
35200177,2021S051235200177,0.3265,35,633755.073656971,4852557.776060900
35200178,2021S051235200178,0.1081,35,634159.829274888,4852100.281995880
35200179,2021S051235200179,0.4101,35,633934.349456329,4851789.150261740
35200180,2021S051235200180,0.1272,35,634107.045665645,4851146.271165430
35200181,2021S051235200181,0.0547,35,633915.290316318,4850874.742407850
35200182,2021S051235200182,0.0465,35,633749.687888309,4850970.157371140
35200183,2021S051235200183,0.1355,35,633595.675492721,4850758.327786900
35200186,2021S051235200186,0.0862,35,633973.379019610,4850586.748759270
35200187,2021S051235200187,0.0861,35,634039.070108871,4850329.822111740
35200188,2021S051235200188,0.0696,35,633914.687654653,4850176.507452620
35200189,2021S051235200189,0.1144,35,634039.249541360,4849939.901974500
35200190,2021S051235200190,0.0896,35,634057.632285309,4849793.605366880
35200193,2021S051235200193,0.154,35,634370.088613042,4849195.004917900
35200196,2021S051235200196,0.3146,35,634881.264891628,4849363.413129600
35200197,2021S051235200197,0.1069,35,635236.869785648,4849259.084341420
35200198,2021S051235200198,0.1291,35,635121.553081626,4849638.690830340
35200199,2021S051235200199,0.1755,35,635502.784680108,4849525.199835850
35200200,2021S051235200200,0.195,35,635284.372324851,4849967.197956490
35200201,2021S051235200201,0.1415,35,635679.551435246,4849813.925084700
35200202,2021S051235200202,0.194,35,635931.539506013,4849796.466948760
35200203,2021S051235200203,0.2096,35,635962.164372829,4850432.741188470
35200204,2021S051235200204,0.1259,35,636159.587519585,4850461.566692610
35200205,2021S051235200205,0.106,35,636298.491481091,4850491.227370120
35200206,2021S051235200206,0.1438,35,636316.652307393,4850057.350583530
35200207,2021S051235200207,0.0728,35,636612.933541693,4850285.917137500
35200208,2021S051235200208,0.1181,35,636880.660220955,4850290.357784230
35200209,2021S051235200209,0.0608,35,637130.082995603,4850615.817233910
35200210,2021S051235200210,0.1751,35,637339.054169543,4850810.998772200
35200211,2021S051235200211,0.0584,35,637294.091415355,4851109.432749290
35200212,2021S051235200212,0.0998,35,637416.391239750,4851029.570645110
35200213,2021S051235200213,0.1833,35,637564.045954690,4850364.630966550
35200214,2021S051235200214,0.1896,35,637957.424397585,4850495.569830870
35200215,2021S051235200215,0.1799,35,638425.412126035,4850385.485152400
35200216,2021S051235200216,0.2766,35,638622.272141252,4850681.002606300
35200217,2021S051235200217,0.1391,35,638781.363936503,4850354.122076110
35200218,2021S051235200218,0.5033,35,638814.912033922,4849890.971898810
35200219,2021S051235200219,0.1505,35,638267.015879030,4849928.389296060
35200220,2021S051235200220,0.2327,35,638114.280961013,4849796.728488090
35200221,2021S051235200221,0.7807,35,638293.673741346,4848901.677668040
35200222,2021S051235200222,0.0656,35,637800.338558644,4849392.006707730
35200223,2021S051235200223,0.1104,35,637742.506065994,4849690.647494190
35200224,2021S051235200224,0.1951,35,637795.334129492,4849850.271297920
35200232,2021S051235200232,0.0648,35,637140.729640707,4848926.490148260
35200233,2021S051235200233,0.1265,35,637407.432573261,4848735.396340930
35200234,2021S051235200234,0.0912,35,637253.432677501,4848585.327730480
35200235,2021S051235200235,0.1589,35,636884.146054952,4848597.280171490
35200236,2021S051235200236,0.0956,35,637003.645184782,4848305.229281980
35200237,2021S051235200237,0.0836,35,637328.076083781,4848337.320166720
35200238,2021S051235200238,0.257,35,637713.303964663,4848407.737434870
35200239,2021S051235200239,0.0809,35,637717.622122879,4848836.973446280
35200242,2021S051235200242,0.1302,35,636882.240768320,4848001.162429280
35200243,2021S051235200243,0.1011,35,636653.023457776,4848085.918312300
35200244,2021S051235200244,0.1,35,636492.463119235,4848281.640227670
35200245,2021S051235200245,0.1002,35,636368.766457631,4848577.063636150
35200246,2021S051235200246,0.1164,35,636652.599124815,4848673.986295220
35200249,2021S051235200249,0.0936,35,636238.331833219,4848898.774014860
35200250,2021S051235200250,0.0874,35,636284.639182254,4849131.784895340
35200251,2021S051235200251,0.0938,35,636090.716649447,4849311.733779960
35200252,2021S051235200252,0.1455,35,636315.160899431,4849559.138129790
35200253,2021S051235200253,0.2549,35,636574.309018193,4849527.373291790
35200254,2021S051235200254,0.2729,35,635702.178535211,4849119.071058370
35200255,2021S051235200255,0.2256,35,635766.700939469,4848743.573065800
35200256,2021S051235200256,0.1153,35,635363.943094255,4848750.061051940
35200260,2021S051235200260,0.1519,35,634644.773256283,4848348.245827390
35200261,2021S051235200261,0.0986,35,634655.925165602,4848648.506492960
35200262,2021S051235200262,0.0884,35,634368.168565918,4848557.342363200
35200263,2021S051235200263,0.0829,35,634554.378152875,4848912.562325510
35200264,2021S051235200264,0.0794,35,634334.248636697,4848877.469513600
35200265,2021S051235200265,0.1464,35,633916.108245037,4848751.875615210
35200266,2021S051235200266,0.1576,35,633943.926881647,4849059.951650450
35200267,2021S051235200267,0.1378,35,633676.526365340,4848680.159810900
35200268,2021S051235200268,0.0409,35,633924.570013736,4848405.245742630
35200269,2021S051235200269,0.0914,35,634133.055704788,4848440.851174890
35200271,2021S051235200271,0.0968,35,633523.734187358,4848178.942475090
35200272,2021S051235200272,0.1468,35,633382.939195788,4847901.355575820
35200273,2021S051235200273,0.0467,35,633169.449597588,4848174.969863400
35200275,2021S051235200275,0.1458,35,632922.285437292,4847740.892938580
35200278,2021S051235200278,0.1464,35,632506.496583523,4847598.065998880
35200279,2021S051235200279,0.1556,35,632738.117824304,4847981.677596700
35200280,2021S051235200280,0.0621,35,632833.930085031,4848242.140919850
35200281,2021S051235200281,0.0687,35,632638.574949384,4848273.113332060
35200284,2021S051235200284,0.0461,35,632620.926501342,4848572.080012130
35200288,2021S051235200288,0.1085,35,632181.490007139,4848973.598402590
35200289,2021S051235200289,0.2843,35,632245.392450089,4848562.900477030
35200290,2021S051235200290,0.1781,35,631716.428235679,4848736.605964020
35200291,2021S051235200291,0.1777,35,631813.277056044,4848357.469828980
35200292,2021S051235200292,0.1786,35,631482.528475326,4848439.511419070
35200293,2021S051235200293,0.2601,35,632037.496221389,4848079.716466630
35200294,2021S051235200294,0.2036,35,631851.516575065,4849132.586748300
35200297,2021S051235200297,0.0575,35,632074.836230574,4849452.405677900
35200298,2021S051235200298,0.2121,35,632125.717007567,4849648.007013870
35200300,2021S051235200300,0.0492,35,632678.910818629,4849512.544522480
35200301,2021S051235200301,0.1827,35,632958.400219373,4849373.101012870
35200302,2021S051235200302,0.3086,35,632872.292022532,4849791.431837930
35200303,2021S051235200303,0.0494,35,633122.705690543,4849959.306342360
35200304,2021S051235200304,0.2569,35,633121.316077679,4850079.645316270
35200305,2021S051235200305,0.1635,35,633459.540160307,4850122.965979610
35200306,2021S051235200306,0.1578,35,633631.830720509,4849995.767211730
35200307,2021S051235200307,0.0429,35,633620.340090270,4849667.865973600
35200308,2021S051235200308,0.2415,35,633756.585307145,4849387.196939810
35200309,2021S051235200309,0.2088,35,633341.609903577,4849082.467832300
35200310,2021S051235200310,0.0949,35,633145.977765109,4849074.531533430
35200313,2021S051235200313,0.2889,35,633261.960563722,4848524.974306180
35200315,2021S051235200315,0.0881,35,632549.630526736,4850080.236306410
35200316,2021S051235200316,0.0443,35,632294.996298817,4849952.474680870
35200317,2021S051235200317,0.038,35,632184.239237518,4850001.239876600
35200318,2021S051235200318,0.0314,35,631991.293121462,4849857.795544400
35200319,2021S051235200319,0.0579,35,631900.273836236,4849912.996029760
35200320,2021S051235200320,0.0725,35,631868.078968953,4850090.402714880
35200321,2021S051235200321,0.3782,35,631599.888251583,4850394.160569410
35200322,2021S051235200322,0.1076,35,631509.023707225,4850046.150113340
35200323,2021S051235200323,0.2207,35,631051.610035624,4850122.159090740
35200324,2021S051235200324,0.1512,35,631173.673246871,4849569.196986650
35200325,2021S051235200325,0.0296,35,631320.028983022,4849495.698403460
35200326,2021S051235200326,0.1681,35,631520.392418330,4849595.093166820
35200327,2021S051235200327,0.0439,35,631615.123944632,4849745.519896600
35200328,2021S051235200328,0.1438,35,630939.007645828,4849326.576188730
35200329,2021S051235200329,0.4811,35,631019.326960888,4849030.302259470
35200330,2021S051235200330,0.5239,35,630479.458854969,4849078.991603870
35200331,2021S051235200331,0.1318,35,629975.825556146,4849156.692256000
35200332,2021S051235200332,0.33,35,629834.375393325,4848924.518032800
35200333,2021S051235200333,0.1626,35,629607.744762410,4848716.082820400
35200334,2021S051235200334,0.1339,35,629324.856869915,4848653.294596710
35200335,2021S051235200335,0.1475,35,629247.566701545,4848342.616866510
35200336,2021S051235200336,0.1375,35,628934.607406846,4848542.241807090
35200337,2021S051235200337,0.1279,35,628817.288310234,4848795.314010910
35200338,2021S051235200338,0.1354,35,628617.277748047,4848328.623795300
35200339,2021S051235200339,0.0687,35,628440.249078540,4848395.373873620
35200352,2021S051235200352,0.0638,35,627823.261783106,4846605.887162860
35200355,2021S051235200355,0.184,35,628728.514553765,4846675.196118490
35200357,2021S051235200357,0.164,35,628912.797230680,4847218.215535550
35200358,2021S051235200358,0.1328,35,628948.660412017,4847545.239898930
35200359,2021S051235200359,0.1311,35,628729.125366018,4847753.650691030
35200360,2021S051235200360,0.1279,35,628986.065008026,4847906.625504780
35200361,2021S051235200361,0.1182,35,628805.729317093,4848122.076244940
35200362,2021S051235200362,0.1539,35,629357.856278361,4848018.246346120
35200363,2021S051235200363,0.2136,35,629428.628880161,4847610.826189330
35200364,2021S051235200364,0.1957,35,629901.251202992,4847523.911765180
35200366,2021S051235200366,0.1178,35,630320.158032502,4847807.573047100
35200368,2021S051235200368,0.0718,35,630527.211514348,4847340.390815310
35200370,2021S051235200370,0.3039,35,630654.501927798,4846774.297060150
35200371,2021S051235200371,0.3399,35,630207.378777419,4846333.980789430
35200372,2021S051235200372,0.1781,35,630238.658314177,4845876.803654440
35200373,2021S051235200373,0.2321,35,629747.113488943,4846155.996500970
35200374,2021S051235200374,0.1537,35,630279.145479213,4845463.262266970
35200375,2021S051235200375,0.0329,35,630253.974130387,4845495.298709910
35200376,2021S051235200376,0.57,35,630866.616592932,4844816.415579380
35200377,2021S051235200377,0.3697,35,630770.200460267,4845726.425475030
35200378,2021S051235200378,0.1234,35,631028.528371021,4845325.340994480
35200379,2021S051235200379,0.2052,35,631341.299512229,4845358.549958260
35200380,2021S051235200380,0.1777,35,631715.802098307,4845272.532695400
35200381,2021S051235200381,0.1218,35,631807.984822350,4845577.915115950
35200382,2021S051235200382,0.1154,35,631587.851185911,4845788.998262100
35200383,2021S051235200383,0.1344,35,631858.650290216,4846067.377991640
35200384,2021S051235200384,0.2106,35,631388.737106028,4846125.329943780
35200385,2021S051235200385,0.094,35,631393.436980613,4845858.779195850
35200386,2021S051235200386,0.4673,35,630936.802775211,4846311.124059720
35200387,2021S051235200387,0.1371,35,631578.386797102,4846549.454379650
35200388,2021S051235200388,0.2112,35,631329.924229329,4846856.186725000
35200389,2021S051235200389,1.731,35,632054.055451940,4846577.384894210
35200391,2021S051235200391,0.1161,35,630839.762479884,4847718.809810240
35200392,2021S051235200392,0.0991,35,631037.853537144,4847966.494351890
35200393,2021S051235200393,0.6904,35,630892.980380721,4848254.059115310
35200394,2021S051235200394,0.2104,35,630140.806235400,4848292.855952970
35200395,2021S051235200395,0.2494,35,630034.944255967,4847962.019632150
35200396,2021S051235200396,0.1433,35,629744.049975686,4848277.367969750
35200397,2021S051235200397,0.33,35,632670.391408769,4847097.896950360
35200400,2021S051235200400,0.2336,35,633312.083148188,4846619.189253810
35200401,2021S051235200401,0.1514,35,633427.816505699,4846499.179999670
35200402,2021S051235200402,0.1474,35,633779.836127600,4846569.768844840
35200404,2021S051235200404,0.0522,35,633335.880598513,4846967.433662140
35200405,2021S051235200405,0.1601,35,634071.614887113,4847257.776637030
35200406,2021S051235200406,0.0788,35,634149.929802041,4847163.933380870
35200407,2021S051235200407,0.1326,35,634231.606464767,4846911.737302890
35200408,2021S051235200408,0.1464,35,634567.171848918,4847133.823780210
35200409,2021S051235200409,0.0597,35,634692.906122547,4846903.198150110
35200410,2021S051235200410,0.0521,35,634773.110249570,4846769.578876950
35200411,2021S051235200411,0.0867,35,634362.913525476,4846678.640753340
35200412,2021S051235200412,0.0831,35,634039.677898663,4846608.678456350
35200413,2021S051235200413,0.0823,35,634122.912638003,4846105.238466690
35200414,2021S051235200414,0.1059,35,634233.528212849,4846094.821522970
35200415,2021S051235200415,0.2869,35,634499.789689502,4846188.238595090
35200416,2021S051235200416,0.182,35,634800.047429401,4846065.414830230
35200417,2021S051235200417,0.3421,35,635033.975135608,4846339.221637230
35200418,2021S051235200418,0.0488,35,635243.662384432,4846543.989714210
35200420,2021S051235200420,0.1498,35,635392.184606787,4846626.774377450
35200421,2021S051235200421,0.0706,35,635484.372930793,4846243.296323970
35200422,2021S051235200422,0.2263,35,635834.564747248,4846370.916348830
35200423,2021S051235200423,0.0534,35,635524.236482991,4845998.866500680
35200426,2021S051235200426,0.0877,35,635868.369271156,4845881.017999680
35200427,2021S051235200427,0.1092,35,636074.886972665,4845815.254768090
35200428,2021S051235200428,0.0843,35,635953.790190972,4845502.045053390
35200429,2021S051235200429,0.0482,35,636083.506804936,4845314.190050820
35200430,2021S051235200430,0.1899,35,636231.723819498,4845092.703230400
35200431,2021S051235200431,0.2126,35,636491.649296103,4845442.627517260
35200432,2021S051235200432,0.1219,35,636782.369349712,4845460.505067830
35200433,2021S051235200433,0.0853,35,637044.966627383,4845481.109282260
35200434,2021S051235200434,0.1386,35,636965.326767917,4845084.552070680
35200435,2021S051235200435,0.116,35,637348.538687283,4845170.327308050
35200436,2021S051235200436,0.1097,35,637214.076065837,4844774.098914990
35200437,2021S051235200437,0.1447,35,637394.938609474,4844475.341489890
35200438,2021S051235200438,0.1987,35,637035.424522258,4844517.871594730
35200439,2021S051235200439,0.1019,35,636827.361152563,4844295.684655920
35200440,2021S051235200440,0.1001,35,636695.722443397,4844620.409457930
35200442,2021S051235200442,0.0617,35,636327.956995370,4844617.905236270
35200443,2021S051235200443,0.0768,35,636232.946767414,4844771.727653390
35200444,2021S051235200444,0.1186,35,636622.523184983,4844967.541813900
35200445,2021S051235200445,0.2322,35,635800.335476201,4844772.908147660
35200449,2021S051235200449,0.0828,35,636071.682822836,4844070.652154540
35200450,2021S051235200450,0.1629,35,635772.781696298,4844077.500562660
35200451,2021S051235200451,0.0769,35,635696.813807498,4844288.028296730
35200452,2021S051235200452,1.0788,35,635027.012184423,4843954.128334150
35200453,2021S051235200453,0.2851,35,635678.072330355,4843606.433763410
35200454,2021S051235200454,0.2734,35,635579.473758714,4843155.210226360
35200455,2021S051235200455,0.121,35,635876.798943077,4843101.347162770
35200456,2021S051235200456,0.0582,35,635643.718806015,4842918.630765560
35200459,2021S051235200459,0.1049,35,636287.138990120,4843413.106804790
35200460,2021S051235200460,0.0347,35,636558.305886936,4843359.900325560
35200463,2021S051235200463,0.0585,35,636266.001275509,4843645.919974630
35200464,2021S051235200464,0.1059,35,636132.184758730,4843837.537720780
35200465,2021S051235200465,0.1342,35,636556.697657850,4843945.828356800
35200466,2021S051235200466,0.1221,35,636736.010665374,4843539.207048470
35200467,2021S051235200467,0.1491,35,636938.546345220,4843957.871423270
35200468,2021S051235200468,0.8469,35,637374.620457852,4843442.515572120
35200469,2021S051235200469,0.1265,35,636784.724396486,4843175.293229590
35200470,2021S051235200470,0.1261,35,636897.513682594,4842906.641456380
35200471,2021S051235200471,0.0472,35,636562.640998854,4842788.084447470
35200472,2021S051235200472,0.1032,35,636510.917499898,4842593.422523930
35200475,2021S051235200475,0.2325,35,636994.459737124,4842480.936422250
35200478,2021S051235200478,0.1045,35,636747.733223247,4841586.216389650
35200479,2021S051235200479,0.1068,35,636669.104028137,4841302.318640030
35200480,2021S051235200480,0.0921,35,637021.749205597,4841412.881324860
35200481,2021S051235200481,0.0751,35,636908.350415701,4841143.132551010
35200482,2021S051235200482,0.0712,35,637104.684537996,4841035.763662260
35200483,2021S051235200483,0.1011,35,637052.153734761,4840766.120528510
35200484,2021S051235200484,0.0351,35,637248.236980019,4840752.518342290
35200488,2021S051235200488,0.0748,35,637350.849821267,4840416.504912060
35200489,2021S051235200489,0.0372,35,637455.495824829,4840572.030085680
35200490,2021S051235200490,0.0743,35,637691.558119128,4840535.854725430
35200491,2021S051235200491,0.131,35,637715.666763939,4840798.374432210
35200492,2021S051235200492,0.0603,35,637917.610249976,4840461.425286460
35200493,2021S051235200493,0.0741,35,638013.515408790,4840271.628329660
35200494,2021S051235200494,0.0733,35,637679.441627811,4840301.250176100
35200495,2021S051235200495,0.1659,35,637823.870730842,4839969.481585010
35200497,2021S051235200497,0.033,35,637122.579186387,4839974.480749740
35200498,2021S051235200498,0.1245,35,636913.877452951,4840092.682206050
35200499,2021S051235200499,0.105,35,636835.748972114,4839878.410592280
35200505,2021S051235200505,0.0502,35,637099.859874546,4839260.351767530
35200506,2021S051235200506,0.0743,35,637011.263668904,4839070.061437260
35200510,2021S051235200510,0.0567,35,636744.962144499,4839148.096026600
35200511,2021S051235200511,0.0644,35,636552.545502959,4839193.503672130
35200512,2021S051235200512,0.0602,35,636438.097248159,4839016.975859540
35200513,2021S051235200513,0.0591,35,636322.678989586,4839213.782123930
35200514,2021S051235200514,0.0624,35,636119.283310497,4839081.182353720
35200515,2021S051235200515,0.1076,35,636130.314622786,4839453.757307810
35200516,2021S051235200516,0.0602,35,635909.106528831,4839297.944697730
35200517,2021S051235200517,0.0747,35,635776.151342385,4839413.993950670
35200518,2021S051235200518,0.0535,35,635528.305878791,4839378.573950160
35200519,2021S051235200519,0.0581,35,635614.666218466,4839122.998276340
35200520,2021S051235200520,0.0839,35,635300.920060746,4839068.040791240
35200521,2021S051235200521,0.0886,35,635265.608132408,4839293.905454520
35200522,2021S051235200522,0.0879,35,634940.050242481,4839190.247555360
35200523,2021S051235200523,0.1576,35,634859.349376760,4839506.095253520
35200524,2021S051235200524,0.1148,35,635223.151623636,4839743.793897810
35200525,2021S051235200525,0.1822,35,634988.515680150,4839899.471299870
35200529,2021S051235200529,0.2772,35,635801.287198929,4840364.636545210
35200531,2021S051235200531,0.166,35,636657.502212711,4840531.114363600
35200532,2021S051235200532,0.1113,35,636880.812006717,4840444.619892050
35200533,2021S051235200533,0.0731,35,636435.624738092,4840118.339766130
35200534,2021S051235200534,0.1634,35,636451.062594458,4840918.202881000
35200535,2021S051235200535,0.068,35,636751.764321022,4840957.240485270
35200536,2021S051235200536,0.1419,35,636254.612568458,4840979.003792160
35200538,2021S051235200538,0.2604,35,635106.429094154,4841379.713212590
35200539,2021S051235200539,0.0458,35,634727.085411660,4841190.310564780
35200540,2021S051235200540,0.0152,35,634673.346650413,4841234.576088260
35200541,2021S051235200541,0.1685,35,634469.522901003,4841159.574363390
35200542,2021S051235200542,0.0173,35,634522.952949892,4841080.798390930
35200545,2021S051235200545,0.127,35,633610.780008351,4840924.718058390
35200561,2021S051235200561,0.7015,35,634079.710202854,4839803.196469920
35200562,2021S051235200562,0.0942,35,634428.107560259,4839490.864478130
35200563,2021S051235200563,0.1148,35,634445.132778239,4839276.195967630
35200564,2021S051235200564,0.0988,35,634084.611520796,4839294.667633530
35200565,2021S051235200565,0.1151,35,634180.177450279,4838973.731595200
35200566,2021S051235200566,0.0879,35,633807.212246172,4839073.294933370
35200567,2021S051235200567,0.0964,35,633814.215338778,4838756.731636920
35200568,2021S051235200568,0.0736,35,634109.671341441,4838734.575219240
